0.010000 0.004350 0.051350 
0.060000 0.002850 0.058925 
0.110000 -0.000950 0.066853 
0.160000 0.020800 0.074447 
0.210000 0.012000 0.079934 
0.260000 -0.013000 0.116964 
0.310000 0.016550 0.146868 
0.360000 -0.065650 0.197832 
0.410000 -0.001650 0.464812 
0.460000 -0.829400 0.085230 
0.510000 -0.925300 0.033458 
0.560000 -0.958700 0.020281 
0.610000 -0.975100 0.014966 
0.660000 -0.988000 0.007746 
0.710000 -0.991900 0.007169 
0.760000 -0.993700 0.006505 
0.810000 -0.997100 0.003618 
0.860000 -0.997600 0.003707 
0.910000 -0.998300 0.002934 
0.960000 -0.998850 0.002330 
