0.010000 0.012265 0.016235 
0.060000 0.013235 0.017867 
0.110000 0.010294 0.015983 
0.160000 0.025304 0.037752 
0.210000 0.029784 0.042319 
0.260000 0.061540 0.063560 
0.310000 0.062870 0.089661 
0.360000 0.173931 0.166222 
0.410000 0.416866 0.279948 
0.460000 0.028452 0.228130 
0.510000 0.006511 0.133037 
0.560000 0.001475 0.072383 
0.610000 0.000572 0.046156 
0.660000 0.000512 0.043678 
0.710000 0.000283 0.032599 
0.760000 0.000228 0.029424 
0.810000 0.000091 0.018721 
0.860000 0.000075 0.017045 
0.910000 0.000019 0.008631 
0.960000 0.000019 0.008631 
