0.010000 -0.001800 0.110746 
0.060000 0.003600 0.115044 
0.110000 0.013800 0.101457 
0.160000 -0.004000 0.159072 
0.210000 0.037200 0.172581 
0.260000 0.014000 0.248073 
0.310000 -0.006200 0.250738 
0.360000 -0.049200 0.417051 
0.410000 0.122400 0.645652 
0.460000 0.812800 0.168678 
0.510000 0.926400 0.080691 
0.560000 0.963600 0.038406 
0.610000 0.978000 0.023917 
0.660000 0.983400 0.022637 
0.710000 0.990800 0.016833 
0.760000 0.992800 0.015105 
0.810000 0.996400 0.009541 
0.860000 0.997000 0.008660 
0.910000 0.999000 0.004359 
0.960000 0.999000 0.004359 
