0.010000 0.009967 0.013706 
0.020000 0.010942 0.015962 
0.030000 0.011657 0.016212 
0.040000 0.011565 0.015809 
0.050000 0.012339 0.017750 
0.060000 0.012406 0.016940 
0.070000 0.012875 0.017022 
0.080000 0.013504 0.017490 
0.090000 0.015517 0.022040 
0.100000 0.015229 0.020300 
0.110000 0.015689 0.021378 
0.120000 0.017927 0.026156 
0.130000 0.017995 0.025531 
0.140000 0.020200 0.029538 
0.150000 0.021628 0.032607 
0.160000 0.023433 0.031633 
0.170000 0.024547 0.034950 
0.180000 0.025273 0.035132 
0.190000 0.025960 0.034658 
0.200000 0.029518 0.041452 
0.210000 0.031031 0.043544 
0.220000 0.034072 0.048172 
0.230000 0.034403 0.044610 
0.240000 0.040107 0.053915 
0.250000 0.043069 0.059668 
0.260000 0.048259 0.064546 
0.270000 0.052038 0.067781 
0.280000 0.055637 0.074122 
0.290000 0.069311 0.090914 
0.300000 0.074727 0.095186 
0.310000 0.084078 0.105108 
0.320000 0.092042 0.117115 
0.330000 0.107200 0.120508 
0.340000 0.119535 0.140273 
0.350000 0.140767 0.158803 
0.360000 0.170685 0.181089 
0.370000 0.209225 0.208515 
0.380000 0.246397 0.222796 
0.390000 0.291309 0.240053 
0.400000 0.344369 0.253203 
0.410000 0.429831 0.266134 
0.420000 0.458856 0.264614 
0.430000 0.494058 0.268138 
0.440000 0.612276 0.245121 
0.450000 0.606350 0.238739 
0.460000 0.695685 0.217355 
0.470000 0.715796 0.189833 
0.480000 0.641874 0.178449 
0.490000 0.810065 0.161803 
0.500000 0.007308 0.137557 
0.510000 0.208216 0.118706 
0.520000 0.003840 0.108685 
0.530000 0.002806 0.095276 
0.540000 0.002300 0.086754 
0.550000 0.002357 0.088018 
0.560000 0.001996 0.081094 
0.570000 0.001422 0.070327 
0.580000 0.001425 0.069869 
0.590000 0.000941 0.058005 
0.600000 0.001088 0.060948 
0.610000 0.000822 0.054278 
0.620000 0.000717 0.050598 
0.630000 0.000608 0.047313 
0.640000 0.000564 0.045565 
0.650000 0.000510 0.043480 
0.660000 0.000411 0.039087 
0.670000 0.000350 0.036155 
0.680000 0.000414 0.039315 
0.690000 0.000289 0.033081 
0.700000 0.000256 0.030796 
0.710000 0.000291 0.033058 
0.720000 0.000208 0.028164 
0.730000 0.000191 0.027015 
0.740000 0.000196 0.027211 
0.750000 0.000180 0.026162 
0.760000 0.000120 0.021509 
0.770000 0.000138 0.023061 
0.780000 0.000124 0.021717 
0.790000 0.000129 0.022246 
0.800000 0.000106 0.020164 
0.810000 0.000118 0.021206 
0.820000 0.000081 0.017660 
0.830000 0.000056 0.014733 
0.840000 0.000072 0.016697 
0.850000 0.000048 0.013678 
0.860000 0.000056 0.014696 
0.870000 0.000056 0.014777 
0.880000 0.000032 0.011189 
0.890000 0.000050 0.013830 
0.900000 0.000039 0.012352 
0.910000 0.000031 0.010919 
0.920000 0.000022 0.009356 
0.930000 0.000031 0.010990 
0.940000 0.000025 0.009864 
0.950000 0.000018 0.008314 
0.960000 0.000023 0.009453 
0.970000 0.000028 0.010378 
0.980000 0.000017 0.008139 
0.990000 0.000017 0.008050 
1.000000 0.000014 0.007488 
