0.010000 0.001200 0.099833 
0.020000 -0.000120 0.104602 
0.030000 -0.001040 0.107965 
0.040000 0.002500 0.107539 
0.050000 0.001660 0.111082 
0.060000 -0.005240 0.111383 
0.070000 0.006280 0.113468 
0.080000 0.002660 0.116206 
0.090000 0.002480 0.124567 
0.100000 -0.002040 0.123404 
0.110000 0.007320 0.125255 
0.120000 -0.002720 0.133892 
0.130000 -0.002240 0.134145 
0.140000 0.002320 0.142127 
0.150000 0.005140 0.147063 
0.160000 -0.002440 0.153079 
0.170000 -0.003880 0.156676 
0.180000 0.000520 0.158976 
0.190000 0.007200 0.161122 
0.200000 -0.010220 0.171809 
0.210000 -0.005840 0.176158 
0.220000 0.005280 0.184586 
0.230000 -0.003720 0.185480 
0.240000 -0.011340 0.200267 
0.250000 0.000080 0.207530 
0.260000 0.005520 0.219680 
0.270000 -0.003640 0.228118 
0.280000 0.002880 0.235876 
0.290000 0.002360 0.263270 
0.300000 0.012420 0.273362 
0.310000 -0.001160 0.289962 
0.320000 -0.006260 0.303384 
0.330000 -0.003880 0.327414 
0.340000 0.008760 0.345739 
0.350000 0.014200 0.375189 
0.360000 -0.000420 0.413140 
0.370000 -0.016460 0.457411 
0.380000 -0.016700 0.496384 
0.390000 0.028760 0.539730 
0.400000 -0.007020 0.586829 
0.410000 -0.029140 0.655615 
0.420000 0.127500 0.677389 
0.430000 0.223320 0.702892 
0.440000 0.074700 0.782481 
0.450000 -0.222820 0.778685 
0.460000 -0.105340 0.834078 
0.470000 0.177480 0.846047 
0.480000 -0.371220 0.801170 
0.490000 -0.004180 0.900036 
0.500000 -0.911920 0.085489 
0.510000 -0.809200 0.456307 
0.520000 0.932740 0.061972 
0.530000 0.944080 0.052969 
0.540000 0.951340 0.047956 
0.550000 0.952780 0.048550 
0.560000 0.958120 0.044673 
0.570000 0.963100 0.037709 
0.580000 0.968420 0.037745 
0.590000 0.971960 0.030675 
0.600000 0.974240 0.032991 
0.610000 0.975900 0.028670 
0.620000 0.978500 0.026783 
0.630000 0.980560 0.024668 
0.640000 0.981880 0.023742 
0.650000 0.982840 0.022573 
0.660000 0.985760 0.020269 
0.670000 0.987420 0.018712 
0.680000 0.986540 0.020358 
0.690000 0.989480 0.017010 
0.700000 0.991420 0.015987 
0.710000 0.990380 0.017060 
0.720000 0.992020 0.014419 
0.730000 0.992720 0.013820 
0.740000 0.993120 0.013995 
0.750000 0.993660 0.013424 
0.760000 0.994660 0.010949 
0.770000 0.994220 0.011755 
0.780000 0.995540 0.011122 
0.790000 0.994900 0.011349 
0.800000 0.996140 0.010310 
0.810000 0.995860 0.010847 
0.820000 0.996520 0.008983 
0.830000 0.997540 0.007480 
0.840000 0.996820 0.008479 
0.850000 0.997840 0.006938 
0.860000 0.997600 0.007473 
0.870000 0.997620 0.007506 
0.880000 0.998480 0.005665 
0.890000 0.998220 0.007073 
0.900000 0.998200 0.006258 
0.910000 0.998780 0.005560 
0.920000 0.998900 0.004732 
0.930000 0.998680 0.005573 
0.940000 0.998800 0.004996 
0.950000 0.999160 0.004206 
0.960000 0.998960 0.004787 
0.970000 0.998900 0.005291 
0.980000 0.999200 0.004118 
0.990000 0.999220 0.004073 
1.000000 0.999340 0.003790 
