0.010000 0.002092 0.002328 
0.060000 0.003126 0.004501 
0.110000 0.005209 0.007497 
0.160000 0.005726 0.008029 
0.210000 0.006470 0.011262 
0.260000 0.009855 0.012686 
0.310000 0.017069 0.020569 
0.360000 0.051383 0.066530 
0.410000 0.224051 0.192748 
0.460000 0.009718 0.144812 
0.510000 0.001220 0.063013 
0.560000 0.000430 0.039315 
0.610000 0.000178 0.025931 
0.660000 0.000099 0.019552 
0.710000 0.000059 0.015222 
0.760000 0.000045 0.013241 
0.810000 0.000021 0.009147 
0.860000 0.000008 0.005578 
0.910000 0.000009 0.006009 
0.960000 0.000005 0.004467 
