0.010000 0.000200 0.045743 
0.060000 -0.007400 0.055913 
0.110000 -0.003250 0.072171 
0.160000 -0.003000 0.075670 
0.210000 0.001450 0.080434 
0.260000 -0.006200 0.099273 
0.310000 0.013500 0.130647 
0.360000 -0.047250 0.226677 
0.410000 0.105900 0.473340 
0.460000 -0.827700 0.098581 
0.510000 -0.927550 0.034932 
0.560000 -0.958100 0.020746 
0.610000 -0.978400 0.013358 
0.660000 -0.985150 0.009961 
0.710000 -0.990000 0.007714 
0.760000 -0.994700 0.006701 
0.810000 -0.995750 0.004603 
0.860000 -0.998450 0.002801 
0.910000 -0.998300 0.003018 
0.960000 -0.999150 0.002242 
